hour,minute,day_of_week,is_holiday,demand,demand_next
15,40,6,1,76.15888038983651,70.3589696420753
15,45,6,1,70.3589696420753,83.8017566153619
15,50,6,1,83.8017566153619,68.2820449470496
15,55,6,1,68.2820449470496,74.11482641166494
16,0,6,1,74.11482641166494,68.97191818694743
16,5,6,1,68.97191818694743,73.7599683937171
16,10,6,1,73.7599683937171,71.25927492170331
16,15,6,1,71.25927492170331,69.467942647995
16,20,6,1,69.467942647995,69.90997892738625
16,25,6,1,69.90997892738625,70.92064607368546
16,30,6,1,70.92064607368546,74.67557294495114
16,35,6,1,74.67557294495114,68.02124654745812
16,40,6,1,68.02124654745812,68.66063047406875
16,45,6,1,68.66063047406875,68.70195949833857
16,50,6,1,68.70195949833857,70.61481907684116
16,55,6,1,70.61481907684116,77.17337233118747
17,0,6,1,77.17337233118747,71.60714610430696
17,5,6,1,71.60714610430696,78.80047807565052
17,10,6,1,78.80047807565052,70.1241243448682
17,15,6,1,70.1241243448682,68.01576359294518
17,20,6,1,68.01576359294518,75.47347333213558
17,25,6,1,75.47347333213558,74.10519202530023
17,30,6,1,74.10519202530023,66.48171006730702
17,35,6,1,66.48171006730702,66.5076625463373
17,40,6,1,66.5076625463373,66.04484418255541
17,45,6,1,66.04484418255541,68.08073082136322
17,50,6,1,68.08073082136322,71.9309869289985
17,55,6,1,71.9309869289985,66.96991587870073
18,0,6,1,66.96991587870073,64.46180319304473
18,5,6,1,64.46180319304473,61.6665516274971
18,10,6,1,61.6665516274971,71.97449154346796
18,15,6,1,71.97449154346796,68.53113831900477
18,20,6,1,68.53113831900477,66.5690262467835
18,25,6,1,66.5690262467835,70.02974042587792
18,30,6,1,70.02974042587792,78.44991602104037
18,35,6,1,78.44991602104037,68.87137324600351
18,40,6,1,68.87137324600351,68.26936582560722
18,45,6,1,68.26936582560722,73.73104203699337
18,50,6,1,73.73104203699337,73.57236517772883
18,55,6,1,73.57236517772883,70.0174006015716
19,0,6,1,70.0174006015716,72.70076948865294
19,5,6,1,72.70076948865294,72.69164064623135
19,10,6,1,72.69164064623135,67.92762115578165
19,15,6,1,67.92762115578165,63.073371505709105
19,20,6,1,63.073371505709105,71.83256701706301
19,25,6,1,71.83256701706301,79.01273556094955
19,30,6,1,79.01273556094955,63.168381222873876
19,35,6,1,63.168381222873876,72.301841601669
19,40,6,1,72.301841601669,82.88820428668646
19,45,6,1,82.88820428668646,72.48753689613235
19,50,6,1,72.48753689613235,68.09483838367007
19,55,6,1,68.09483838367007,68.89134201508108
20,0,6,1,68.89134201508108,72.90773597064657
20,5,6,1,72.90773597064657,79.19979229746652
20,10,6,1,79.19979229746652,68.61179798220259
20,15,6,1,68.61179798220259,65.74492009301473
20,20,6,1,65.74492009301473,72.01436158638505
20,25,6,1,72.01436158638505,82.29494382966709
20,30,6,1,82.29494382966709,71.28162339907666
20,35,6,1,71.28162339907666,78.1020045660334
20,40,6,1,78.1020045660334,75.77890166444695
20,45,6,1,75.77890166444695,71.0332944324567
20,50,6,1,71.0332944324567,78.65150651092112
20,55,6,1,78.65150651092112,75.78306234136232
21,0,6,1,75.78306234136232,76.05105771521089
21,5,6,1,76.05105771521089,78.3473045671738
21,10,6,1,78.3473045671738,73.2310510077194
21,15,6,1,73.2310510077194,71.09835196176613
21,20,6,1,71.09835196176613,83.25816518354179
21,25,6,1,83.25816518354179,76.03892317506016
21,30,6,1,76.03892317506016,79.63752802612058
21,35,6,1,79.63752802612058,70.60784932311972
21,40,6,1,70.60784932311972,84.64683983683551
21,45,6,1,84.64683983683551,85.12197933119361
21,50,6,1,85.12197933119361,74.7316004616187
21,55,6,1,74.7316004616187,76.25554872068555
22,0,6,1,76.25554872068555,79.48052616749042
22,5,6,1,79.48052616749042,89.01941778962393
22,10,6,1,89.01941778962393,82.13410170897812
22,15,6,1,82.13410170897812,81.96063313349138
22,20,6,1,81.96063313349138,78.69516101277125
22,25,6,1,78.69516101277125,81.85719010731688
22,30,6,1,81.85719010731688,85.49073036484317
22,35,6,1,85.49073036484317,83.27856713417633
22,40,6,1,83.27856713417633,89.21567565021377
22,45,6,1,89.21567565021377,92.14700459079029
22,50,6,1,92.14700459079029,82.65569769317484
22,55,6,1,82.65569769317484,89.76540524522866
23,0,6,1,89.76540524522866,84.93750729618445
23,5,6,1,84.93750729618445,76.04575707149489
23,10,6,1,76.04575707149489,91.15125139127204
23,15,6,1,91.15125139127204,91.90924071225828
23,20,6,1,91.90924071225828,85.15844291348998
23,25,6,1,85.15844291348998,96.2551119723057
23,30,6,1,96.2551119723057,89.8164083099852
23,35,6,1,89.8164083099852,82.79968364274336
23,40,6,1,82.79968364274336,83.31169630757744
23,45,6,1,83.31169630757744,87.50189222440497
23,50,6,1,87.50189222440497,82.75676048044434
23,55,6,1,82.75676048044434,102.14194852252972
0,0,0,0,102.14194852252972,95.90193808959665
0,5,0,0,95.90193808959665,102.01967042367163
0,10,0,0,102.01967042367163,99.34924919141912
0,15,0,0,99.34924919141912,94.42044397362734
0,20,0,0,94.42044397362734,104.33089752693148
0,25,0,0,104.33089752693148,96.96543169902351
0,30,0,0,96.96543169902351,103.63085930764252
0,35,0,0,103.63085930764252,102.82150615635305
0,40,0,0,102.82150615635305,105.3753010978852
0,45,0,0,105.3753010978852,108.48632813285184
0,50,0,0,108.48632813285184,99.49474916362206
0,55,0,0,99.49474916362206,96.60310211153237
1,0,0,0,96.60310211153237,110.42479259734164
1,5,0,0,110.42479259734164,105.33687638937631
1,10,0,0,105.33687638937631,107.15654021960803
1,15,0,0,107.15654021960803,96.85533080794227
1,20,0,0,96.85533080794227,110.32559348271893
1,25,0,0,110.32559348271893,105.68104539296358
1,30,0,0,105.68104539296358,107.99915921214749
1,35,0,0,107.99915921214749,104.7014011854898
1,40,0,0,104.7014011854898,113.7833047141463
1,45,0,0,113.7833047141463,108.95182664825695
1,50,0,0,108.95182664825695,117.60458364078076
1,55,0,0,117.60458364078076,118.89841121972255
2,0,0,0,118.89841121972255,108.49032693030594
2,5,0,0,108.49032693030594,113.41019108109822
2,10,0,0,113.41019108109822,106.95190889217179
2,15,0,0,106.95190889217179,105.07835300778024
2,20,0,0,105.07835300778024,113.23583273857147
2,25,0,0,113.23583273857147,115.32273339796579
2,30,0,0,115.32273339796579,112.45802181024693
2,35,0,0,112.45802181024693,111.89319810759133
2,40,0,0,111.89319810759133,118.11653721964834
2,45,0,0,118.11653721964834,106.05800020312677
2,50,0,0,106.05800020312677,122.6706630572019
2,55,0,0,122.6706630572019,118.07975554209615
3,0,0,0,118.07975554209615,120.36005073570348
3,5,0,0,120.36005073570348,113.90063414658768
3,10,0,0,113.90063414658768,107.93561491746036
3,15,0,0,107.93561491746036,112.98469009643283
3,20,0,0,112.98469009643283,120.9417088476918
3,25,0,0,120.9417088476918,114.8143254885053
3,30,0,0,114.8143254885053,126.15765808158041
3,35,0,0,126.15765808158041,119.97872119818085
3,40,0,0,119.97872119818085,116.706040499392
3,45,0,0,116.706040499392,104.21404429604343
3,50,0,0,104.21404429604343,116.49050708369448
3,55,0,0,116.49050708369448,117.0290527989198
4,0,0,0,117.0290527989198,111.58904666776658
4,5,0,0,111.58904666776658,130.92196074806714
4,10,0,0,130.92196074806714,122.4226050920505
4,15,0,0,122.4226050920505,114.75993496134738
4,20,0,0,114.75993496134738,115.11680747220376
4,25,0,0,115.11680747220376,118.20814862207966
4,30,0,0,118.20814862207966,117.08380768802284
4,35,0,0,117.08380768802284,119.89860155921059
4,40,0,0,119.89860155921059,116.41624802552055
4,45,0,0,116.41624802552055,112.19459137689259
4,50,0,0,112.19459137689259,116.88550215253026
4,55,0,0,116.88550215253026,116.6900322374566
5,0,0,0,116.6900322374566,119.87716272450203
5,5,0,0,119.87716272450203,115.2136797129158
5,10,0,0,115.2136797129158,120.5639513239245
5,15,0,0,120.5639513239245,122.15346240371684
5,20,0,0,122.15346240371684,120.18556994397743
5,25,0,0,120.18556994397743,112.62566175445
5,30,0,0,112.62566175445,111.26033280640284
5,35,0,0,111.26033280640284,123.59290238972311
5,40,0,0,123.59290238972311,122.40583582125689
5,45,0,0,122.40583582125689,119.2351850901196
5,50,0,0,119.2351850901196,116.43228591194813
5,55,0,0,116.43228591194813,123.04217716008323
6,0,0,0,123.04217716008323,121.17766372000618
6,5,0,0,121.17766372000618,112.94338547396187
6,10,0,0,112.94338547396187,120.35283503610577
6,15,0,0,120.35283503610577,113.26625196876809
6,20,0,0,113.26625196876809,111.67814407321119
6,25,0,0,111.67814407321119,129.00064812700762
6,30,0,0,129.00064812700762,113.67868491614662
6,35,0,0,113.67868491614662,120.40242723548467
6,40,0,0,120.40242723548467,119.13910194058008
6,45,0,0,119.13910194058008,114.43373133347333
6,50,0,0,114.43373133347333,128.58551902353804
6,55,0,0,128.58551902353804,129.41159878291896
7,0,0,0,129.41159878291896,119.82208245609657
7,5,0,0,119.82208245609657,120.19749855621124
7,10,0,0,120.19749855621124,116.526820972894
7,15,0,0,116.526820972894,117.52507332141533
7,20,0,0,117.52507332141533,112.62244238572455
7,25,0,0,112.62244238572455,112.25131197892293
7,30,0,0,112.25131197892293,124.31867514113745
7,35,0,0,124.31867514113745,116.0863481006371
7,40,0,0,116.0863481006371,117.10224866729018
7,45,0,0,117.10224866729018,113.14560182944079
7,50,0,0,113.14560182944079,111.46920051909383
7,55,0,0,111.46920051909383,115.21306016956595
8,0,0,0,115.21306016956595,112.74978297639356
8,5,0,0,112.74978297639356,112.42248149628169
8,10,0,0,112.42248149628169,115.88984396709228
8,15,0,0,115.88984396709228,117.66336173794146
8,20,0,0,117.66336173794146,111.06857475305416
8,25,0,0,111.06857475305416,111.19195806865127
8,30,0,0,111.19195806865127,114.14769670340644
8,35,0,0,114.14769670340644,123.3473120441513
8,40,0,0,123.3473120441513,109.02735823255148
8,45,0,0,109.02735823255148,114.8269203364828
8,50,0,0,114.8269203364828,118.56299481148798
8,55,0,0,118.56299481148798,118.36472712667373
9,0,0,0,118.36472712667373,122.1987843106221
9,5,0,0,122.1987843106221,117.55667554675686
9,10,0,0,117.55667554675686,106.84642372495422
9,15,0,0,106.84642372495422,112.02423347166862
9,20,0,0,112.02423347166862,110.09788965669219
9,25,0,0,110.09788965669219,109.73691345709769
9,30,0,0,109.73691345709769,112.29573251461672
9,35,0,0,112.29573251461672,114.00143268230984
9,40,0,0,114.00143268230984,117.02758131979093
9,45,0,0,117.02758131979093,112.098725459989
9,50,0,0,112.098725459989,115.35530642675434
9,55,0,0,115.35530642675434,109.99968057950751
10,0,0,0,109.99968057950751,113.21758958573632
10,5,0,0,113.21758958573632,112.73358900956151
10,10,0,0,112.73358900956151,111.0077433643837
10,15,0,0,111.0077433643837,112.39311586377396
10,20,0,0,112.39311586377396,109.1380701092248
10,25,0,0,109.1380701092248,112.06725247346156
10,30,0,0,112.06725247346156,111.49979790528468
10,35,0,0,111.49979790528468,97.59062725132222
10,40,0,0,97.59062725132222,106.78868787580211
10,45,0,0,106.78868787580211,112.01576241118869
10,50,0,0,112.01576241118869,105.52881086115234
10,55,0,0,105.52881086115234,100.26907498896622
11,0,0,0,100.26907498896622,100.68496138217444
11,5,0,0,100.68496138217444,101.18796301151531
11,10,0,0,101.18796301151531,103.13280623693205
11,15,0,0,103.13280623693205,100.93846483309471
11,20,0,0,100.93846483309471,109.33159220918937
11,25,0,0,109.33159220918937,98.2373132305523
11,30,0,0,98.2373132305523,100.1610244291571
11,35,0,0,100.1610244291571,97.26231237268998
11,40,0,0,97.26231237268998,100.24769537953875
11,45,0,0,100.24769537953875,97.1350200516475
11,50,0,0,97.1350200516475,107.94785501190732
11,55,0,0,107.94785501190732,92.88818144093862
12,0,0,0,92.88818144093862,101.57118088002153
12,5,0,0,101.57118088002153,102.16409731851199
12,10,0,0,102.16409731851199,105.38070350812977
12,15,0,0,105.38070350812977,103.24169957571928
12,20,0,0,103.24169957571928,94.839421766814
12,25,0,0,94.839421766814,100.6914197242872
12,30,0,0,100.6914197242872,98.71411085712917
12,35,0,0,98.71411085712917,99.1423096315567
12,40,0,0,99.1423096315567,97.2969059409146
12,45,0,0,97.2969059409146,90.15030953867033
12,50,0,0,90.15030953867033,91.75874034020146
12,55,0,0,91.75874034020146,92.96432250114837
13,0,0,0,92.96432250114837,97.04670936243909
13,5,0,0,97.04670936243909,91.69004345260745
13,10,0,0,91.69004345260745,88.05623132635198
13,15,0,0,88.05623132635198,86.44088649700909
13,20,0,0,86.44088649700909,90.88733431697374
13,25,0,0,90.88733431697374,95.5434605873467
13,30,0,0,95.5434605873467,102.33418690643069
13,35,0,0,102.33418690643069,91.18832494721192
13,40,0,0,91.18832494721192,104.4826610061295
13,45,0,0,104.4826610061295,93.61220952765662
13,50,0,0,93.61220952765662,84.17197251923288
13,55,0,0,84.17197251923288,100.58013967632573
14,0,0,0,100.58013967632573,94.94119331135246
14,5,0,0,94.94119331135246,92.90229596964824
14,10,0,0,92.90229596964824,94.33766206994835
14,15,0,0,94.33766206994835,98.98107640072335
14,20,0,0,98.98107640072335,97.35399646593667
14,25,0,0,97.35399646593667,86.62627780536515
14,30,0,0,86.62627780536515,81.15441150808834
14,35,0,0,81.15441150808834,78.66445825406552
14,40,0,0,78.66445825406552,70.96458566153007
14,45,0,0,70.96458566153007,81.42291511039673
14,50,0,0,81.42291511039673,78.43838309885997
14,55,0,0,78.43838309885997,85.18222256352082
15,0,0,0,85.18222256352082,84.72101009674489
15,5,0,0,84.72101009674489,85.80333254176907
15,10,0,0,85.80333254176907,86.92192120775066
15,15,0,0,86.92192120775066,91.480951413232
15,20,0,0,91.480951413232,83.5094228058608
15,25,0,0,83.5094228058608,91.49745953479977
15,30,0,0,91.49745953479977,79.3869795193281
15,35,0,0,79.3869795193281,94.7102416796988
15,40,0,0,94.7102416796988,91.38802471540113
15,45,0,0,91.38802471540113,84.31291270807488
15,50,0,0,84.31291270807488,75.17131251312752
15,55,0,0,75.17131251312752,80.913064544252
16,0,0,0,80.913064544252,79.4112977246522
16,5,0,0,79.4112977246522,91.550249444499
16,10,0,0,91.550249444499,85.31702907035492
16,15,0,0,85.31702907035492,90.01581413840277
16,20,0,0,90.01581413840277,80.76554661786719
16,25,0,0,80.76554661786719,79.79269456156592
16,30,0,0,79.79269456156592,78.24291809939909
16,35,0,0,78.24291809939909,83.83223478193852
16,40,0,0,83.83223478193852,80.42190854897257
16,45,0,0,80.42190854897257,80.31592452973776
16,50,0,0,80.31592452973776,81.16211583151507
16,55,0,0,81.16211583151507,79.79089356688436
17,0,0,0,79.79089356688436,79.53805842428217
17,5,0,0,79.53805842428217,83.98135127871485
17,10,0,0,83.98135127871485,81.12236479634167
17,15,0,0,81.12236479634167,80.20644966525971
17,20,0,0,80.20644966525971,81.29316410986968
17,25,0,0,81.29316410986968,80.07571548187165
17,30,0,0,80.07571548187165,71.97792960916195
17,35,0,0,71.97792960916195,85.07593124217713
17,40,0,0,85.07593124217713,84.37426008932582
17,45,0,0,84.37426008932582,87.68409582370447
17,50,0,0,87.68409582370447,80.00414650440568
17,55,0,0,80.00414650440568,74.71572847883287
18,0,0,0,74.71572847883287,82.4649978131522
18,5,0,0,82.4649978131522,83.78697195785637
18,10,0,0,83.78697195785637,77.27885631341384
18,15,0,0,77.27885631341384,83.02853722485762
18,20,0,0,83.02853722485762,78.8352781061887
18,25,0,0,78.8352781061887,77.77404125616157
18,30,0,0,77.77404125616157,92.0180649554289
18,35,0,0,92.0180649554289,80.46089189261738
18,40,0,0,80.46089189261738,81.6399335416697
18,45,0,0,81.6399335416697,85.76409572461861
18,50,0,0,85.76409572461861,81.71857659743857
18,55,0,0,81.71857659743857,77.61177032009199
19,0,0,0,77.61177032009199,78.06398596327155
19,5,0,0,78.06398596327155,85.56536131771695
19,10,0,0,85.56536131771695,84.56254177274693
19,15,0,0,84.56254177274693,81.66510478731371
19,20,0,0,81.66510478731371,83.67482391395686
19,25,0,0,83.67482391395686,77.50402312300173
19,30,0,0,77.50402312300173,87.07063082580956
19,35,0,0,87.07063082580956,79.93149334257245
19,40,0,0,79.93149334257245,76.11263326723643
19,45,0,0,76.11263326723643,82.3054812170022
19,50,0,0,82.3054812170022,76.65595112246557
19,55,0,0,76.65595112246557,81.58410038969464
20,0,0,0,81.58410038969464,88.4714532200799
20,5,0,0,88.4714532200799,82.43257376065154
20,10,0,0,82.43257376065154,86.90652759070323
20,15,0,0,86.90652759070323,84.07575837112127
20,20,0,0,84.07575837112127,78.27998070739719
20,25,0,0,78.27998070739719,84.36201885188366
20,30,0,0,84.36201885188366,86.87534826802188
20,35,0,0,86.87534826802188,81.50596030564384
20,40,0,0,81.50596030564384,76.84397551449888
20,45,0,0,76.84397551449888,94.56063775903583
20,50,0,0,94.56063775903583,86.00056451010917
20,55,0,0,86.00056451010917,86.33994251951141
21,0,0,0,86.33994251951141,82.71235301852235
21,5,0,0,82.71235301852235,88.58117933614635
21,10,0,0,88.58117933614635,78.46535641295998
21,15,0,0,78.46535641295998,101.88242345078642
21,20,0,0,101.88242345078642,81.98082945621492
21,25,0,0,81.98082945621492,96.48765282696304
21,30,0,0,96.48765282696304,86.99611179592198
21,35,0,0,86.99611179592198,91.6488755298591
21,40,0,0,91.6488755298591,86.13430384908116
21,45,0,0,86.13430384908116,76.68676718428064
21,50,0,0,76.68676718428064,87.86546600874694
21,55,0,0,87.86546600874694,94.81889519024703
22,0,0,0,94.81889519024703,87.711771415924
22,5,0,0,87.711771415924,104.72224528010584
22,10,0,0,104.72224528010584,86.90592839096168
22,15,0,0,86.90592839096168,87.58006928945245
22,20,0,0,87.58006928945245,82.08114134802487
22,25,0,0,82.08114134802487,86.94014885893246
22,30,0,0,86.94014885893246,84.33644750102142
22,35,0,0,84.33644750102142,93.01581411725891
22,40,0,0,93.01581411725891,91.17142145118054
22,45,0,0,91.17142145118054,89.87261511166149
22,50,0,0,89.87261511166149,93.24822472383288
22,55,0,0,93.24822472383288,101.74523865551524
23,0,0,0,101.74523865551524,89.9364521743638
23,5,0,0,89.9364521743638,96.81698348611616
23,10,0,0,96.81698348611616,90.97133301533613
23,15,0,0,90.97133301533613,89.37477542547389
23,20,0,0,89.37477542547389,103.64736995484733
23,25,0,0,103.64736995484733,95.10948371982035
23,30,0,0,95.10948371982035,103.57764059544006
23,35,0,0,103.57764059544006,95.3190602303553
23,40,0,0,95.3190602303553,100.83414451214038
23,45,0,0,100.83414451214038,108.75905293956045
23,50,0,0,108.75905293956045,101.11795618717557
23,55,0,0,101.11795618717557,99.18267613554681
0,0,1,0,99.18267613554681,103.02380122434681
0,5,1,0,103.02380122434681,107.9147683422007
0,10,1,0,107.9147683422007,97.56228683432664
0,15,1,0,97.56228683432664,97.06262189567806
0,20,1,0,97.06262189567806,102.26212767200238
0,25,1,0,102.26212767200238,100.39181136636195
