hour,minute,day_of_week,is_holiday,demand,demand_next
17,30,6,1,65.49736280310331,68.04863094310912
17,35,6,1,68.04863094310912,78.98659134414159
17,40,6,1,78.98659134414159,74.987590738308
17,45,6,1,74.987590738308,73.11958704355992
17,50,6,1,73.11958704355992,78.31370807437696
17,55,6,1,78.31370807437696,72.31018619538938
18,0,6,1,72.31018619538938,72.8011380379746
18,5,6,1,72.8011380379746,70.06671545245884
18,10,6,1,70.06671545245884,73.26876461905645
18,15,6,1,73.26876461905645,66.30340031813179
18,20,6,1,66.30340031813179,69.15942433281894
18,25,6,1,69.15942433281894,74.39953119078422
18,30,6,1,74.39953119078422,67.46445616466508
18,35,6,1,67.46445616466508,64.57550303234547
18,40,6,1,64.57550303234547,69.21084514214358
18,45,6,1,69.21084514214358,70.13697510518851
18,50,6,1,70.13697510518851,72.27097707108577
18,55,6,1,72.27097707108577,68.8119595795802
19,0,6,1,68.8119595795802,67.20938449240045
19,5,6,1,67.20938449240045,67.32038193529021
19,10,6,1,67.32038193529021,65.09945473134968
19,15,6,1,65.09945473134968,76.91345129593236
19,20,6,1,76.91345129593236,66.93057789460276
19,25,6,1,66.93057789460276,75.45646688940005
19,30,6,1,75.45646688940005,65.33122174406698
19,35,6,1,65.33122174406698,65.15297816421295
19,40,6,1,65.15297816421295,68.82824301033048
19,45,6,1,68.82824301033048,64.73174956062454
19,50,6,1,64.73174956062454,79.5249252240293
19,55,6,1,79.5249252240293,69.88526372430718
20,0,6,1,69.88526372430718,68.41185727812609
20,5,6,1,68.41185727812609,76.30712831037263
20,10,6,1,76.30712831037263,68.97232317131495
20,15,6,1,68.97232317131495,69.84145464637947
20,20,6,1,69.84145464637947,71.49496691717039
20,25,6,1,71.49496691717039,75.96313222011675
20,30,6,1,75.96313222011675,76.37140534655482
20,35,6,1,76.37140534655482,82.05151339886932
20,40,6,1,82.05151339886932,76.22428886363194
20,45,6,1,76.22428886363194,78.34647381826679
20,50,6,1,78.34647381826679,67.68942249532114
20,55,6,1,67.68942249532114,70.54514656776284
21,0,6,1,70.54514656776284,64.01267649944617
21,5,6,1,64.01267649944617,76.10004037425044
21,10,6,1,76.10004037425044,66.26395386565774
21,15,6,1,66.26395386565774,73.71889837109742
21,20,6,1,73.71889837109742,77.97031165830249
21,25,6,1,77.97031165830249,80.79728746379699
21,30,6,1,80.79728746379699,82.93886682274758
21,35,6,1,82.93886682274758,67.05478967672487
21,40,6,1,67.05478967672487,78.2414957131994
21,45,6,1,78.2414957131994,84.76766731400281
21,50,6,1,84.76766731400281,78.92736688704454
21,55,6,1,78.92736688704454,93.79190899241202
22,0,6,1,93.79190899241202,73.76822668220888
22,5,6,1,73.76822668220888,82.06252217551166
22,10,6,1,82.06252217551166,83.11130592676244
22,15,6,1,83.11130592676244,80.94222481917832
22,20,6,1,80.94222481917832,81.84043552830515
22,25,6,1,81.84043552830515,90.79790370440188
22,30,6,1,90.79790370440188,80.98818411635013
22,35,6,1,80.98818411635013,79.64146358361553
22,40,6,1,79.64146358361553,70.9828108369618
22,45,6,1,70.9828108369618,85.57062587795863
22,50,6,1,85.57062587795863,91.52248011628815
22,55,6,1,91.52248011628815,90.82999564315242
23,0,6,1,90.82999564315242,95.7604517439851
23,5,6,1,95.7604517439851,95.53767062739273
23,10,6,1,95.53767062739273,91.12765045474478
23,15,6,1,91.12765045474478,80.88774601715077
23,20,6,1,80.88774601715077,90.3538105367175
23,25,6,1,90.3538105367175,83.6179800769585
23,30,6,1,83.6179800769585,85.14859055627737
23,35,6,1,85.14859055627737,95.3323224047508
23,40,6,1,95.3323224047508,88.09204690661998
23,45,6,1,88.09204690661998,97.82302801219035
23,50,6,1,97.82302801219035,82.93222194011136
23,55,6,1,82.93222194011136,101.43263934657682
0,0,0,0,101.43263934657682,101.0118403775105
0,5,0,0,101.0118403775105,108.55298485812315
0,10,0,0,108.55298485812315,110.83690627804113
0,15,0,0,110.83690627804113,103.84237383876136
0,20,0,0,103.84237383876136,99.59645066566615
0,25,0,0,99.59645066566615,104.20606631128285
0,30,0,0,104.20606631128285,108.70392044232631
0,35,0,0,108.70392044232631,106.44339220210848
0,40,0,0,106.44339220210848,97.68120429195518
0,45,0,0,97.68120429195518,104.86656418477591
0,50,0,0,104.86656418477591,107.21792291735271
0,55,0,0,107.21792291735271,107.86691483165333
1,0,0,0,107.86691483165333,101.47975494091733
1,5,0,0,101.47975494091733,94.13076657846413
1,10,0,0,94.13076657846413,107.20960309108587
1,15,0,0,107.20960309108587,105.91469742076389
1,20,0,0,105.91469742076389,111.07533949721133
1,25,0,0,111.07533949721133,112.24417986831597
1,30,0,0,112.24417986831597,106.80047070246923
1,35,0,0,106.80047070246923,99.80904302667882
1,40,0,0,99.80904302667882,103.6260574447451
1,45,0,0,103.6260574447451,108.21711660330588
1,50,0,0,108.21711660330588,112.704748461317
1,55,0,0,112.704748461317,105.08484460936381
2,0,0,0,105.08484460936381,118.22762762068864
2,5,0,0,118.22762762068864,107.6634984213541
2,10,0,0,107.6634984213541,112.52022293097589
2,15,0,0,112.52022293097589,110.37895771018172
2,20,0,0,110.37895771018172,107.41430512019689
2,25,0,0,107.41430512019689,107.88906384734389
2,30,0,0,107.88906384734389,113.62607050265522
2,35,0,0,113.62607050265522,105.72201585309651
2,40,0,0,105.72201585309651,122.10457574488868
2,45,0,0,122.10457574488868,108.87915815764842
2,50,0,0,108.87915815764842,112.23954355451728
2,55,0,0,112.23954355451728,117.59574300452563
3,0,0,0,117.59574300452563,112.7000927154144
3,5,0,0,112.7000927154144,114.2422117499303
3,10,0,0,114.2422117499303,125.17696196659954
3,15,0,0,125.17696196659954,121.14636384057593
3,20,0,0,121.14636384057593,119.01964898892572
3,25,0,0,119.01964898892572,125.64556221043901
3,30,0,0,125.64556221043901,116.62077062573745
3,35,0,0,116.62077062573745,121.16105678374267
3,40,0,0,121.16105678374267,115.89466178458395
3,45,0,0,115.89466178458395,126.02224073684663
3,50,0,0,126.02224073684663,116.85848331419997
3,55,0,0,116.85848331419997,115.38492255222395
4,0,0,0,115.38492255222395,116.11780208810465
4,5,0,0,116.11780208810465,116.30937175525399
4,10,0,0,116.30937175525399,119.71017473762504
4,15,0,0,119.71017473762504,121.713662858975
4,20,0,0,121.713662858975,120.55280938885637
4,25,0,0,120.55280938885637,111.60999928073639
4,30,0,0,111.60999928073639,117.76224782429702
4,35,0,0,117.76224782429702,112.4295636447613
4,40,0,0,112.4295636447613,130.53715709005314
4,45,0,0,130.53715709005314,112.26243412877
4,50,0,0,112.26243412877,116.75989925581624
4,55,0,0,116.75989925581624,119.27158048475333
5,0,0,0,119.27158048475333,126.5794753101961
5,5,0,0,126.5794753101961,124.76566365152105
5,10,0,0,124.76566365152105,116.66143389553298
5,15,0,0,116.66143389553298,127.10137349413178
5,20,0,0,127.10137349413178,111.77553310192798
5,25,0,0,111.77553310192798,125.89839416492202
5,30,0,0,125.89839416492202,122.33410023093282
5,35,0,0,122.33410023093282,124.5484623492015
5,40,0,0,124.5484623492015,121.40927736020726
5,45,0,0,121.40927736020726,116.8654665097438
5,50,0,0,116.8654665097438,115.2627173237669
5,55,0,0,115.2627173237669,130.69980275151084
6,0,0,0,130.69980275151084,123.99544555375566
6,5,0,0,123.99544555375566,118.353439232654
6,10,0,0,118.353439232654,120.7274060961291
6,15,0,0,120.7274060961291,119.41038083635786
6,20,0,0,119.41038083635786,120.27380942881408
6,25,0,0,120.27380942881408,115.33288593311623
6,30,0,0,115.33288593311623,118.27902885056899
6,35,0,0,118.27902885056899,121.12663788123824
6,40,0,0,121.12663788123824,128.3604455031513
6,45,0,0,128.3604455031513,118.72563734768183
6,50,0,0,118.72563734768183,110.33036705636715
6,55,0,0,110.33036705636715,124.13926004369708
7,0,0,0,124.13926004369708,113.82341007541409
7,5,0,0,113.82341007541409,122.08627347611271
7,10,0,0,122.08627347611271,120.01463494567555
7,15,0,0,120.01463494567555,118.45678274804548
7,20,0,0,118.45678274804548,109.20194764810904
7,25,0,0,109.20194764810904,117.91902084803166
7,30,0,0,117.91902084803166,108.54364858763671
7,35,0,0,108.54364858763671,122.17149690352878
7,40,0,0,122.17149690352878,113.37378161999543
7,45,0,0,113.37378161999543,112.17723669403446
7,50,0,0,112.17723669403446,113.19309536495604
7,55,0,0,113.19309536495604,112.39119876334138
8,0,0,0,112.39119876334138,115.1849758743282
8,5,0,0,115.1849758743282,112.22134299688503
8,10,0,0,112.22134299688503,119.74131470559863
8,15,0,0,119.74131470559863,121.80042301943652
8,20,0,0,121.80042301943652,111.93600372095933
8,25,0,0,111.93600372095933,121.41241319535075
8,30,0,0,121.41241319535075,115.84728598426061
8,35,0,0,115.84728598426061,110.18309191473776
8,40,0,0,110.18309191473776,115.61158841244986
8,45,0,0,115.61158841244986,112.64867937855765
8,50,0,0,112.64867937855765,116.25120255627158
8,55,0,0,116.25120255627158,116.49524357962
9,0,0,0,116.49524357962,109.11688955837558
9,5,0,0,109.11688955837558,113.5147254498836
9,10,0,0,113.5147254498836,109.41597081845131
9,15,0,0,109.41597081845131,110.94362867125922
9,20,0,0,110.94362867125922,108.78404963395248
9,25,0,0,108.78404963395248,112.75226618465555
9,30,0,0,112.75226618465555,111.5523686435209
9,35,0,0,111.5523686435209,114.94921885840422
9,40,0,0,114.94921885840422,110.82326025149243
9,45,0,0,110.82326025149243,117.65736163624298
9,50,0,0,117.65736163624298,117.07588506016849
9,55,0,0,117.07588506016849,115.04428551473518
10,0,0,0,115.04428551473518,111.73574495190826
10,5,0,0,111.73574495190826,107.5546756579024
10,10,0,0,107.5546756579024,111.42657615126768
10,15,0,0,111.42657615126768,103.92969333318904
10,20,0,0,103.92969333318904,101.12462605921257
10,25,0,0,101.12462605921257,106.66856193867348
10,30,0,0,106.66856193867348,103.13557845982645
10,35,0,0,103.13557845982645,95.65384264843192
10,40,0,0,95.65384264843192,108.29629129262393
10,45,0,0,108.29629129262393,104.01250744003008
10,50,0,0,104.01250744003008,104.9437697534552
10,55,0,0,104.9437697534552,108.60690139728189
11,0,0,0,108.60690139728189,100.34649601987495
11,5,0,0,100.34649601987495,96.86438726563894
11,10,0,0,96.86438726563894,106.509680347279
11,15,0,0,106.509680347279,101.20613987036846
11,20,0,0,101.20613987036846,100.90085173517497
11,25,0,0,100.90085173517497,97.89143902614087
11,30,0,0,97.89143902614087,104.59937301779445
11,35,0,0,104.59937301779445,96.56007162411254
11,40,0,0,96.56007162411254,106.19723263570715
11,45,0,0,106.19723263570715,100.34286803522097
11,50,0,0,100.34286803522097,108.64595449359749
11,55,0,0,108.64595449359749,97.36871787710845
12,0,0,0,97.36871787710845,94.67281472249852
12,5,0,0,94.67281472249852,106.18034937024316
12,10,0,0,106.18034937024316,103.53793339284748
12,15,0,0,103.53793339284748,92.16716729264512
12,20,0,0,92.16716729264512,98.92193202572518
12,25,0,0,98.92193202572518,100.50062580740344
12,30,0,0,100.50062580740344,83.15337588776205
12,35,0,0,83.15337588776205,93.99065758243174
12,40,0,0,93.99065758243174,94.36734991869358
12,45,0,0,94.36734991869358,96.48800211502112
12,50,0,0,96.48800211502112,104.85058319239813
12,55,0,0,104.85058319239813,85.25799717072698
13,0,0,0,85.25799717072698,99.53044299161374
13,5,0,0,99.53044299161374,89.82815355259142
13,10,0,0,89.82815355259142,96.34243724200505
13,15,0,0,96.34243724200505,94.20007167508275
13,20,0,0,94.20007167508275,94.49415001329633
13,25,0,0,94.49415001329633,94.76039504065632
13,30,0,0,94.76039504065632,89.71951109212381
13,35,0,0,89.71951109212381,86.78497474493719
13,40,0,0,86.78497474493719,91.83264836151184
13,45,0,0,91.83264836151184,91.04887268185183
13,50,0,0,91.04887268185183,92.7020348703301
13,55,0,0,92.7020348703301,82.05595081337988
14,0,0,0,82.05595081337988,88.36384443231843
14,5,0,0,88.36384443231843,85.76828419652558
14,10,0,0,85.76828419652558,94.14731481852483
14,15,0,0,94.14731481852483,81.92309113157809
14,20,0,0,81.92309113157809,94.80637259542277
14,25,0,0,94.80637259542277,80.7190800374342
14,30,0,0,80.7190800374342,93.8292995211962
14,35,0,0,93.8292995211962,80.36231755714027
14,40,0,0,80.36231755714027,83.94962279086461
14,45,0,0,83.94962279086461,86.25992778804668
14,50,0,0,86.25992778804668,85.61557362654098
14,55,0,0,85.61557362654098,94.24968945202306
15,0,0,0,94.24968945202306,91.90472829992561
15,5,0,0,91.90472829992561,71.53863241449807
15,10,0,0,71.53863241449807,83.60526897431689
15,15,0,0,83.60526897431689,89.39770360971843
15,20,0,0,89.39770360971843,83.10199893020891
15,25,0,0,83.10199893020891,78.87770022765281
15,30,0,0,78.87770022765281,81.7086950528594
15,35,0,0,81.7086950528594,82.506070117912
15,40,0,0,82.506070117912,78.82236745534264
15,45,0,0,78.82236745534264,86.35272672724417
15,50,0,0,86.35272672724417,76.53829075905995
15,55,0,0,76.53829075905995,91.61584763665064
16,0,0,0,91.61584763665064,87.86181381806105
16,5,0,0,87.86181381806105,92.96800125228931
16,10,0,0,92.96800125228931,82.67809673553008
16,15,0,0,82.67809673553008,79.68911816954643
16,20,0,0,79.68911816954643,81.42245771246375
16,25,0,0,81.42245771246375,83.59425173075533
16,30,0,0,83.59425173075533,82.73509100800968
16,35,0,0,82.73509100800968,75.92860320920168
16,40,0,0,75.92860320920168,79.00209791627472
16,45,0,0,79.00209791627472,83.56648907014566
16,50,0,0,83.56648907014566,77.85236436987884
16,55,0,0,77.85236436987884,81.22589093489714
17,0,0,0,81.22589093489714,74.16276020222656
17,5,0,0,74.16276020222656,72.08147010949207
17,10,0,0,72.08147010949207,89.44744649893873
17,15,0,0,89.44744649893873,76.11176710511548
17,20,0,0,76.11176710511548,82.8877996796217
17,25,0,0,82.8877996796217,74.44500676332578
17,30,0,0,74.44500676332578,77.3511064660128
17,35,0,0,77.3511064660128,75.03212279566938
17,40,0,0,75.03212279566938,78.04340928931586
17,45,0,0,78.04340928931586,73.461771349231
17,50,0,0,73.461771349231,75.74422672983377
17,55,0,0,75.74422672983377,72.14112835393078
18,0,0,0,72.14112835393078,80.62023806949175
18,5,0,0,80.62023806949175,80.12608633651845
18,10,0,0,80.12608633651845,77.78123157320385
18,15,0,0,77.78123157320385,79.421808872898
18,20,0,0,79.421808872898,80.81263142058802
18,25,0,0,80.81263142058802,80.05971439795854
18,30,0,0,80.05971439795854,77.44290967924864
18,35,0,0,77.44290967924864,76.94987612588254
18,40,0,0,76.94987612588254,79.40273811782956
18,45,0,0,79.40273811782956,88.36643019748553
18,50,0,0,88.36643019748553,80.27088088230187
18,55,0,0,80.27088088230187,80.50886796687145
19,0,0,0,80.50886796687145,69.6292630219306
19,5,0,0,69.6292630219306,68.6738651390414
19,10,0,0,68.6738651390414,85.62025905958478
19,15,0,0,85.62025905958478,76.76323421841558
19,20,0,0,76.76323421841558,81.71764082595595
19,25,0,0,81.71764082595595,75.16497206309427
19,30,0,0,75.16497206309427,90.09544509452455
19,35,0,0,90.09544509452455,75.49483005651267
19,40,0,0,75.49483005651267,76.9095467004935
19,45,0,0,76.9095467004935,96.04291690651935
19,50,0,0,96.04291690651935,85.39328473031848
19,55,0,0,85.39328473031848,77.90150111733416
20,0,0,0,77.90150111733416,76.9978839789176
20,5,0,0,76.9978839789176,87.8705186270272
20,10,0,0,87.8705186270272,85.29396275220793
20,15,0,0,85.29396275220793,79.69443173862548
20,20,0,0,79.69443173862548,77.28476224168766
20,25,0,0,77.28476224168766,81.15708099876821
20,30,0,0,81.15708099876821,80.95484215039413
20,35,0,0,80.95484215039413,86.5377970268057
20,40,0,0,86.5377970268057,92.80237410893264
20,45,0,0,92.80237410893264,77.56271096592175
20,50,0,0,77.56271096592175,83.90695837085272
20,55,0,0,83.90695837085272,78.88598720497575
21,0,0,0,78.88598720497575,88.77628547151372
21,5,0,0,88.77628547151372,87.52204800492552
21,10,0,0,87.52204800492552,86.48310980455706
21,15,0,0,86.48310980455706,80.2677997971254
21,20,0,0,80.2677997971254,87.70122751341219
21,25,0,0,87.70122751341219,89.27391404140121
21,30,0,0,89.27391404140121,87.05701527181287
21,35,0,0,87.05701527181287,90.3121201270087
21,40,0,0,90.3121201270087,90.88341368060888
21,45,0,0,90.88341368060888,95.94211279508872
21,50,0,0,95.94211279508872,82.96157827005516
21,55,0,0,82.96157827005516,86.925123175415
22,0,0,0,86.925123175415,89.02187142817763
22,5,0,0,89.02187142817763,79.38783803664197
22,10,0,0,79.38783803664197,97.00271421138264
22,15,0,0,97.00271421138264,89.77762157019153
22,20,0,0,89.77762157019153,91.16407210072582
22,25,0,0,91.16407210072582,76.37739091377755
22,30,0,0,76.37739091377755,86.76166388713821
22,35,0,0,86.76166388713821,91.67955450645907
22,40,0,0,91.67955450645907,95.26102557995846
22,45,0,0,95.26102557995846,91.95529621483689
22,50,0,0,91.95529621483689,102.3208960395043
22,55,0,0,102.3208960395043,89.37331212293913
23,0,0,0,89.37331212293913,97.84864766125108
23,5,0,0,97.84864766125108,100.39518806681055
23,10,0,0,100.39518806681055,94.17591313004485
23,15,0,0,94.17591313004485,89.93701522790215
23,20,0,0,89.93701522790215,94.92906771972714
23,25,0,0,94.92906771972714,104.91157800943176
23,30,0,0,104.91157800943176,93.61270065966745
23,35,0,0,93.61270065966745,108.85496053993018
23,40,0,0,108.85496053993018,102.34756578460632
23,45,0,0,102.34756578460632,97.37948737261156
23,50,0,0,97.37948737261156,88.78995136068058
23,55,0,0,88.78995136068058,102.86737732081271
0,0,1,0,102.86737732081271,102.74387487078658
0,5,1,0,102.74387487078658,101.15274409436255
0,10,1,0,101.15274409436255,94.27149359822599
0,15,1,0,94.27149359822599,104.72831357734294
0,20,1,0,104.72831357734294,98.7648583723931
0,25,1,0,98.7648583723931,95.75190010929356
